学号,类别,名称,补充说明,获奖情况,人员次序,获得日期,结题时间,认定学分,状态,审核人,审核意见
202500781,学术论文,基于深度学习的路面裂缝检测方法研究,核心期刊·第一作者,,第一作者,2026-05-16,,4.0,通过,吴敏,材料齐全，同意认定
202500781,申请专利,一种新能源汽车充电枪锁止机构,发明专利·其他发明人,,其他发明人,2026-06-17,,3.0,通过,吴敏,佐证材料完整，予以通过
202500781,其他实践活动,汽车造型设计工作坊,学术交流访问·境内交流,,,2026-05-20,,1.0,待审核,,
202500782,前沿学术报告,汽车百家讲坛,第11期以后·智能网联汽车技术前沿,,,2026-06-19,,0.25,驳回,吴敏,材料不完整，请补充佐证后重新提交
202500782,年度创新创业项目,校级·一般成员,基于深度学习的交通标志识别系统,,一般成员,2025-05-01,2028-06-30,1.0,通过,吴敏,佐证材料完整，予以通过
202500782,科技创新竞赛,挑战杯全国大学生课外学术科技作品竞赛,,省级·二等奖,核心成员,2026-01-21,,1.2,通过,吴敏,佐证材料完整，予以通过
202500782,创业实践,校园二手书流转平台,入驻孵化器·负责人,,负责人,2026-02-22,,4.0,待审核,,
202500782,学术论文,电动汽车无线充电耦合机构优化设计,国际/国内会议·第一作者,,第一作者,2026-06-10,,3.0,通过,吴敏,材料齐全，同意认定
202500782,申请专利,一种电动汽车电池包液冷结构,实用新型专利·第一发明人,,第一发明人,2026-01-25,,3.0,通过,吴敏,材料齐全，同意认定
202500782,其他实践活动,全国大学生汽车科技夏令营,学术交流访问·出境交流,,,2026-06-13,,2.0,通过,吴敏,材料齐全，同意认定
202500783,前沿学术报告,汽车百家讲坛,第1-5期·智能网联汽车技术前沿,,,2026-08-01,,0.25,通过,吴敏,材料齐全，同意认定
202500783,年度创新创业项目,省级·负责人,氢燃料电池汽车散热性能仿真分析,,负责人,2025-01-28,2028-06-30,4.0,驳回,吴敏,时间信息有误，请核对后重新提交
202500783,科技创新竞赛,全国大学生智能汽车竞赛,,国家级·三等奖,核心成员,2026-02-14,,1.2,驳回,吴敏,材料不完整，请补充佐证后重新提交
202500783,创业实践,智能驾培服务平台,注册成立公司·法人代表,,法人代表,2026-03-08,,6.0,通过,吴敏,符合认定条件，通过
202500783,学术论文,低温环境下锂电池充放电特性研究,普通期刊·第一作者,,第一作者,2026-07-10,,2.0,通过,吴敏,材料齐全，同意认定
202500783,申请专利,一种多功能汽车后备箱收纳架,实用新型专利·其他发明人,,其他发明人,2026-01-15,,1.5,驳回,吴敏,认定依据不足，请补充说明材料
202500783,其他实践活动,暑期高校科学营活动,技能资格培训·高级,,,2026-06-19,,1.5,驳回,吴敏,盖章缺失，请重新上传完整材料
202500784,前沿学术报告,汽车百家讲坛,第1-5期·新能源汽车动力总成发展趋势,,,2026-04-09,,0.25,通过,吴敏,材料齐全，同意认定
202500784,年度创新创业项目,校级·核心成员,轮胎花纹与湿滑路面制动性能仿真,,核心成员,2025-05-17,2028-06-30,1.5,驳回,吴敏,材料不完整，请补充佐证后重新提交
202500784,科技创新竞赛,全国大学生智能汽车竞赛,,省级·三等奖,第三完成人,2026-05-22,,0.5,待院长审批,吴敏,初审通过，转院长审批
202500784,创业实践,大学生汽车文创工作室,注册成立公司·合伙人,,合伙人,2026-01-13,,4.0,驳回,吴敏,材料不完整，请补充佐证后重新提交
202500784,学术论文,混合动力汽车能量管理策略仿真,普通期刊·第二作者,,第二作者,2026-08-19,,1.0,驳回,吴敏,认定依据不足，请补充说明材料
202500784,申请专利,一种多功能汽车后备箱收纳架,发明专利·其他发明人,,其他发明人,2026-02-16,,3.0,通过,吴敏,符合认定条件，通过
202500784,其他实践活动,德国亚琛工业大学线上交流项目,学术交流访问·出境交流,,,2026-07-22,,2.0,驳回,吴敏,盖章缺失，请重新上传完整材料
202500785,前沿学术报告,名家学术讲座,单场·智能网联汽车技术前沿,,,2026-08-26,,0.5,驳回,吴敏,盖章缺失，请重新上传完整材料
202500785,年度创新创业项目,院级·核心成员,基于STM32的智能循迹小车,,核心成员,2025-07-15,2028-06-30,0.5,通过,吴敏,材料齐全，同意认定
202500785,科技创新竞赛,全国大学生机械创新设计大赛,,国家级·二等奖,负责人,2026-06-25,,4.0,待审核,,
202500785,创业实践,校内共享打印服务站,入驻孵化器·团队成员,,团队成员,2026-04-13,,2.0,驳回,吴敏,盖章缺失，请重新上传完整材料
202500785,学术论文,电动汽车无线充电耦合机构优化设计,国际/国内会议·其他作者,,其他作者,2026-02-03,,1.0,通过,吴敏,符合认定条件，通过
202500785,申请专利,一种车载智能空气净化装置,发明专利·第一发明人,,第一发明人,2026-06-09,,6.0,待审核,,
202500785,其他实践活动,德国亚琛工业大学线上交流项目,学科冬夏令营·国家级,,,2026-04-19,,2.0,通过,吴敏,佐证材料完整，予以通过
202500786,前沿学术报告,汽车百家讲坛,第11期以后·氢能及燃料电池汽车产业展望,,,2026-07-10,,0.25,驳回,吴敏,盖章缺失，请重新上传完整材料
202500786,年度创新创业项目,国家级·核心成员,太阳能小车能量管理策略研究,,核心成员,2025-11-27,2028-06-30,4.0,通过,吴敏,符合认定条件，通过
202500786,科技创新竞赛,全国大学生节能减排社会实践与科技竞赛,,国家级·二等奖,核心成员,2026-02-25,,2.4,待审核,,
202500786,创业实践,新能源汽车科普工作室,创业训练计划·团队成员,,团队成员,2026-08-08,,1.5,通过,吴敏,符合认定条件，通过
202500786,学术论文,基于深度学习的路面裂缝检测方法研究,普通期刊·第二作者,,第二作者,2026-04-02,,1.0,通过,吴敏,符合认定条件，通过
202500786,申请专利,一种基于视觉的后视镜盲区监测装置,发明专利·其他发明人,,其他发明人,2026-08-17,,3.0,待审核,,
202500786,其他实践活动,德国亚琛工业大学线上交流项目,技能资格培训·高级,,,2026-08-04,,1.5,通过,吴敏,材料齐全，同意认定
202500787,前沿学术报告,名家学术讲座,单场·动力电池热管理关键技术,,,2026-04-12,,0.5,公示中,吴敏,符合认定条件，通过
202500787,年度创新创业项目,校级·一般成员,汽车内饰件轻量化设计,,一般成员,2025-10-14,2028-06-30,1.0,通过,吴敏,材料齐全，同意认定
202500787,科技创新竞赛,中国国际大学生创新大赛,,省级·一等奖,第三完成人,2026-05-07,,1.5,驳回,吴敏,材料不完整，请补充佐证后重新提交
202500787,创业实践,智能驾培服务平台,入驻孵化器·负责人,,负责人,2026-08-16,,4.0,驳回,吴敏,认定依据不足，请补充说明材料
202500787,学术论文,基于深度学习的路面裂缝检测方法研究,核心期刊·第一作者,,第一作者,2026-02-01,,4.0,通过,吴敏,符合认定条件，通过
202500787,申请专利,一种电动汽车电池包液冷结构,发明专利·其他发明人,,其他发明人,2026-06-19,,3.0,驳回,吴敏,认定依据不足，请补充说明材料
202500787,其他实践活动,汽车工程学院企业行,技能资格培训·中级,,,2026-06-28,,1.0,通过,吴敏,符合认定条件，通过
202500788,前沿学术报告,汽车百家讲坛,第11期以后·汽车空气动力学优化设计,,,2026-05-16,,0.25,驳回,吴敏,盖章缺失，请重新上传完整材料
202500788,年度创新创业项目,省级·一般成员,汽车内饰件轻量化设计,,一般成员,2025-02-02,2028-06-30,1.5,驳回,吴敏,材料不完整，请补充佐证后重新提交
202500788,科技创新竞赛,中国大学生方程式汽车大赛,,国家级·一等奖,核心成员,2026-04-05,,3.6,待审核,,
202500788,创业实践,新能源汽车科普工作室,创业训练计划·团队成员,,团队成员,2026-02-15,,1.5,驳回,吴敏,时间信息有误，请核对后重新提交
202500788,学术论文,混合动力汽车能量管理策略仿真,核心期刊·其他作者,,其他作者,2026-02-25,,1.0,通过,吴敏,材料齐全，同意认定
202500788,申请专利,一种车载智能空气净化装置,实用新型专利·第一发明人,,第一发明人,2026-01-26,,3.0,待审核,,
202500788,其他实践活动,暑期高校科学营活动,学科冬夏令营·校级,,,2026-04-27,,0.5,驳回,吴敏,时间信息有误，请核对后重新提交
202500789,前沿学术报告,名家学术讲座,单场·动力电池热管理关键技术,,,2026-08-06,,0.5,通过,吴敏,符合认定条件，通过
202500789,年度创新创业项目,校级·一般成员,校园共享电动车调度优化研究,,一般成员,2025-06-13,2028-06-30,1.0,通过,吴敏,材料齐全，同意认定
202500789,科技创新竞赛,全国大学生智能汽车竞赛,,国家级·三等奖,第一完成人,2026-05-18,,2.0,通过,吴敏,符合认定条件，通过
202500789,创业实践,二手车检测陪购服务工作室,入驻孵化器·团队成员,,团队成员,2026-03-10,,2.0,通过,吴敏,材料齐全，同意认定
202500789,学术论文,汽车主动悬架半主动控制策略仿真,核心期刊·其他作者,,其他作者,2026-03-15,,1.0,通过,吴敏,佐证材料完整，予以通过
202500789,申请专利,一种基于视觉的后视镜盲区监测装置,实用新型专利·其他发明人,,其他发明人,2026-08-02,,1.5,驳回,吴敏,盖章缺失，请重新上传完整材料
202500789,其他实践活动,汽车工程学院企业行,学科冬夏令营·校级,,,2026-02-20,,0.5,驳回,吴敏,材料不完整，请补充佐证后重新提交
202500790,前沿学术报告,信息科学论坛,第1-5期·无人驾驶环境感知技术进展,,,2026-07-09,,0.25,通过,吴敏,符合认定条件，通过
202500790,年度创新创业项目,校级·核心成员,轮胎花纹与湿滑路面制动性能仿真,,核心成员,2025-06-15,2028-06-30,1.5,驳回,吴敏,认定依据不足，请补充说明材料
202500790,科技创新竞赛,山东省大学生机电产品创新设计竞赛,,省级·三等奖,第三完成人,2026-04-07,,0.5,驳回,吴敏,时间信息有误，请核对后重新提交
202500790,创业实践,二手车检测陪购服务工作室,入驻孵化器·负责人,,负责人,2026-05-06,,4.0,通过,吴敏,符合认定条件，通过
202500790,学术论文,汽车主动悬架半主动控制策略仿真,国际/国内会议·其他作者,,其他作者,2026-06-17,,1.0,通过,吴敏,材料齐全，同意认定
202500790,申请专利,一种新能源汽车充电枪锁止机构,发明专利·其他发明人,,其他发明人,2026-02-14,,3.0,驳回,吴敏,认定依据不足，请补充说明材料
202500790,其他实践活动,汽车造型设计工作坊,学术交流访问·出境交流,,,2026-04-03,,2.0,通过,吴敏,符合认定条件，通过
202500791,前沿学术报告,汽车百家讲坛,第6-10期·新能源汽车动力总成发展趋势,,,2026-03-08,,0.25,通过,吴敏,材料齐全，同意认定
202500791,年度创新创业项目,校级·负责人,新能源汽车电池热管理优化研究,,负责人,2025-06-06,2028-06-30,2.0,驳回,吴敏,盖章缺失，请重新上传完整材料
202500791,科技创新竞赛,全国大学生节能减排社会实践与科技竞赛,,国家级·二等奖,第三完成人,2026-07-23,,2.0,通过,吴敏,符合认定条件，通过
202500791,创业实践,二手车检测陪购服务工作室,入驻孵化器·负责人,,负责人,2026-04-28,,4.0,通过,吴敏,佐证材料完整，予以通过
202500791,学术论文,汽车主动悬架半主动控制策略仿真,SCI/EI 收录·第二作者,,第二作者,2026-05-19,,4.0,通过,吴敏,材料齐全，同意认定
202500791,申请专利,一种电动汽车电池包液冷结构,实用新型专利·第一发明人,,第一发明人,2026-06-17,,3.0,驳回,吴敏,盖章缺失，请重新上传完整材料
202500791,其他实践活动,汽车造型设计工作坊,学科冬夏令营·校级,,,2026-07-15,,0.5,通过,吴敏,材料齐全，同意认定
202500792,前沿学术报告,汽车百家讲坛,第6-10期·动力电池热管理关键技术,,,2026-03-26,,0.25,驳回,吴敏,时间信息有误，请核对后重新提交
202500792,年度创新创业项目,院级·核心成员,汽车内饰件轻量化设计,,核心成员,2025-10-15,2028-06-30,0.5,待审核,,
202500792,科技创新竞赛,校智能车校内选拔赛,,校级·二等奖,第三完成人,2026-06-03,,0.25,公示中,吴敏,材料齐全，同意认定
202500792,创业实践,校园二手书流转平台,创业训练计划·负责人,,负责人,2026-04-13,,3.0,通过,吴敏,符合认定条件，通过
202500792,学术论文,基于多目标优化的车身结构轻量化设计,核心期刊·其他作者,,其他作者,2026-06-25,,1.0,通过,吴敏,材料齐全，同意认定
202500792,申请专利,一种电动汽车电池包液冷结构,实用新型专利·其他发明人,,其他发明人,2026-03-19,,1.5,通过,吴敏,符合认定条件，通过
202500792,其他实践活动,全国大学生汽车科技夏令营,学术交流访问·出境交流,,,2026-01-15,,2.0,待审核,,
202500793,前沿学术报告,汽车百家讲坛,第6-10期·汽车轻量化设计与新材料应用,,,2026-03-01,,0.25,待审核,,
202500793,年度创新创业项目,国家级·一般成员,基于机器视觉的行人过街检测系统,,一般成员,2025-12-07,2028-06-30,2.0,驳回,吴敏,认定依据不足，请补充说明材料
202500793,科技创新竞赛,挑战杯全国大学生课外学术科技作品竞赛,,国家级·三等奖,负责人,2026-01-12,,2.0,通过,吴敏,材料齐全，同意认定
202500793,创业实践,校园二手书流转平台,注册成立公司·合伙人,,合伙人,2026-03-25,,4.0,待审核,,
202500793,学术论文,电动汽车无线充电耦合机构优化设计,国际/国内会议·第一作者,,第一作者,2026-06-18,,3.0,待审核,,
